IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,13.59
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,211,13.59
8.219.90.32,2053,2053,true,SIN,Asia Pacific,Singapore,99,13.59
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,9,13.59
47.236.194.67,2096,2096,true,SIN,Asia Pacific,Singapore,71,13.58
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.57
8.219.228.186,2095,2095,false,SIN,Asia Pacific,Singapore,10,13.57
47.236.202.221,80,80,false,SIN,Asia Pacific,Singapore,11,13.57
8.219.194.170,2053,2053,true,SIN,Asia Pacific,Singapore,60,13.57
8.222.137.166,2095,2095,false,SIN,Asia Pacific,Singapore,34,13.57
8.222.202.163,80,80,false,SIN,Asia Pacific,Singapore,5,13.56
8.219.170.180,2053,2053,true,SIN,Asia Pacific,Singapore,95,13.56
8.222.128.131,8880,8880,false,SIN,Asia Pacific,Singapore,6,13.56
47.236.71.226,2086,2086,false,SIN,Asia Pacific,Singapore,523,13.56
8.222.149.233,8880,8880,false,SIN,Asia Pacific,Singapore,4,13.55
8.219.153.136,2087,2087,true,SIN,Asia Pacific,Singapore,159,13.54
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,13,13.54
8.219.56.205,2087,2087,true,SIN,Asia Pacific,Singapore,100,13.54
8.219.242.131,2053,2053,true,SIN,Asia Pacific,Singapore,144,13.54
8.222.221.86,2052,2052,false,SIN,Asia Pacific,Singapore,3,13.53
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,17,13.53
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,130,13.53
8.219.99.8,8443,8443,true,SIN,Asia Pacific,Singapore,66,13.53
47.236.104.98,8880,8880,false,SIN,Asia Pacific,Singapore,27,13.52
8.222.191.158,8080,8080,false,SIN,Asia Pacific,Singapore,15,13.52
8.219.102.252,80,80,false,SIN,Asia Pacific,Singapore,8,13.52
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,10,13.51
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,20,13.51
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,91,13.51
8.222.182.10,2053,2053,true,SIN,Asia Pacific,Singapore,116,13.51
8.219.140.63,2095,2095,false,SIN,Asia Pacific,Singapore,10,13.51
8.219.140.63,2082,2082,false,SIN,Asia Pacific,Singapore,6,13.50
8.222.138.164,2095,2095,false,SIN,Asia Pacific,Singapore,20,13.50
8.219.170.58,2053,2053,true,SIN,Asia Pacific,Singapore,73,13.50
47.236.201.98,2087,2087,true,SIN,Asia Pacific,Singapore,180,13.49
47.236.117.48,80,80,false,SIN,Asia Pacific,Singapore,12,13.49
8.219.159.232,2095,2095,false,SIN,Asia Pacific,Singapore,27,13.49
8.219.242.208,8443,8443,true,SIN,Asia Pacific,Singapore,144,13.49
8.222.137.178,2096,2096,true,SIN,Asia Pacific,Singapore,86,13.49
47.236.7.211,2082,2082,false,SIN,Asia Pacific,Singapore,97,13.49
8.219.137.50,2053,2053,true,SIN,Asia Pacific,Singapore,90,13.48
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,99,13.48
8.219.122.96,2095,2095,false,SIN,Asia Pacific,Singapore,7,13.48
47.236.161.155,2083,2083,true,SIN,Asia Pacific,Singapore,111,13.48
47.236.88.85,2083,2083,true,SIN,Asia Pacific,Singapore,78,13.48
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,13,13.48
8.219.197.111,2096,2096,true,SIN,Asia Pacific,Singapore,120,13.48
8.219.199.220,2096,2096,true,SIN,Asia Pacific,Singapore,54,13.47
8.219.65.191,2095,2095,false,SIN,Asia Pacific,Singapore,19,13.47
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,73,13.47
8.219.175.127,8443,8443,true,SIN,Asia Pacific,Singapore,122,13.47
47.236.147.146,2082,2082,false,SIN,Asia Pacific,Singapore,29,13.47
47.236.176.144,80,80,false,SIN,Asia Pacific,Singapore,30,13.46
47.236.158.158,8443,8443,true,SIN,Asia Pacific,Singapore,169,13.46
8.219.70.117,2083,2083,true,SIN,Asia Pacific,Singapore,117,13.46
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,11,13.45
47.236.244.37,2096,2096,true,SIN,Asia Pacific,Singapore,254,13.45
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,10,13.45
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,228,13.45
8.219.112.75,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.45
8.219.159.232,8880,8880,false,SIN,Asia Pacific,Singapore,10,13.45
47.236.168.17,80,80,false,SIN,Asia Pacific,Singapore,51,13.44
47.236.202.221,8880,8880,false,SIN,Asia Pacific,Singapore,26,13.44
8.219.186.22,2095,2095,false,SIN,Asia Pacific,Singapore,23,13.44
8.219.154.107,8443,8443,true,SIN,Asia Pacific,Singapore,64,13.43
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,37,13.43
8.217.147.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,43,13.43
8.219.153.237,2052,2052,false,NRT,Asia Pacific,Tokyo,73,13.42
8.219.228.157,2052,2052,false,SIN,Asia Pacific,Singapore,4,13.42
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,26,13.41
8.219.153.44,2096,2096,true,SIN,Asia Pacific,Singapore,131,13.41
47.236.171.20,2083,2083,true,SIN,Asia Pacific,Singapore,181,13.40
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,15,13.40
8.222.193.208,443,443,true,SIN,Asia Pacific,Singapore,44,13.40
8.219.73.21,8443,8443,true,SIN,Asia Pacific,Singapore,96,13.40
8.222.168.155,2086,2086,false,SIN,Asia Pacific,Singapore,26,13.40
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,120,13.39
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,80,13.39
47.237.28.121,2052,2052,false,SIN,Asia Pacific,Singapore,17,13.39
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,21,13.39
8.222.169.182,2087,2087,true,SIN,Asia Pacific,Singapore,60,13.38
8.222.182.10,2083,2083,true,SIN,Asia Pacific,Singapore,65,13.38
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,161,13.37
47.236.92.191,2096,2096,true,SIN,Asia Pacific,Singapore,109,13.37
8.219.228.30,2082,2082,false,SIN,Asia Pacific,Singapore,16,13.36
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,224,13.35
8.222.210.182,2083,2083,true,SIN,Asia Pacific,Singapore,46,13.35
47.236.96.141,80,80,false,SIN,Asia Pacific,Singapore,31,13.34
8.222.180.242,2087,2087,true,SIN,Asia Pacific,Singapore,95,13.34
47.236.169.236,2053,2053,true,SIN,Asia Pacific,Singapore,105,13.34
8.219.113.27,8080,8080,false,SIN,Asia Pacific,Singapore,16,13.34
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,10,13.34
47.236.7.246,2052,2052,false,SIN,Asia Pacific,Singapore,59,13.33
47.236.202.221,2096,2096,true,SIN,Asia Pacific,Singapore,149,13.33
47.236.65.177,8080,8080,false,SIN,Asia Pacific,Singapore,29,13.33
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,169,13.33
8.222.248.188,8880,8880,false,SIN,Asia Pacific,Singapore,12,13.33
8.222.252.123,2095,2095,false,SIN,Asia Pacific,Singapore,17,13.32
8.219.140.229,8080,8080,false,SIN,Asia Pacific,Singapore,5,13.32
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,87,13.32
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,160,13.32
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,33,13.32
8.219.220.122,2087,2087,true,SIN,Asia Pacific,Singapore,132,13.32
47.236.65.177,8880,8880,false,SIN,Asia Pacific,Singapore,27,13.31
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,120,13.31
47.245.93.74,2052,2052,false,SIN,Asia Pacific,Singapore,34,13.31
8.222.133.247,2096,2096,true,SIN,Asia Pacific,Singapore,156,13.31
47.237.9.179,8880,8880,false,SIN,Asia Pacific,Singapore,55,13.31
8.219.183.31,2096,2096,true,SIN,Asia Pacific,Singapore,28,13.31
8.219.84.214,80,80,false,SIN,Asia Pacific,Singapore,11,13.30
47.236.117.48,443,443,true,SIN,Asia Pacific,Singapore,68,13.30
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,115,13.30
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,128,13.30
47.236.249.41,8443,8443,true,SIN,Asia Pacific,Singapore,135,13.30
8.219.163.195,2087,2087,true,SIN,Asia Pacific,Singapore,78,13.29
8.222.252.123,2087,2087,true,SIN,Asia Pacific,Singapore,141,13.29
8.219.171.6,2052,2052,false,SIN,Asia Pacific,Singapore,12,13.29
8.222.210.182,8443,8443,true,SIN,Asia Pacific,Singapore,58,13.29
47.236.19.51,2086,2086,false,SIN,Asia Pacific,Singapore,37,13.29
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,28,13.28
8.219.159.232,443,443,true,SIN,Asia Pacific,Singapore,118,13.28
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,5,13.28
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,19,13.28
8.222.167.8,80,80,false,SIN,Asia Pacific,Singapore,9,13.27
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,117,13.27
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,6,13.27
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,130,13.27
8.219.177.205,2082,2082,false,SIN,Asia Pacific,Singapore,10,13.27
8.222.166.117,2052,2052,false,SIN,Asia Pacific,Singapore,23,13.26
47.236.224.66,2087,2087,true,SIN,Asia Pacific,Singapore,124,13.26
8.219.178.101,2083,2083,true,SIN,Asia Pacific,Singapore,90,13.26
8.222.166.117,8880,8880,false,SIN,Asia Pacific,Singapore,23,13.25
8.219.206.53,8080,8080,false,SIN,Asia Pacific,Singapore,16,13.25
8.222.197.251,2053,2053,true,SIN,Asia Pacific,Singapore,72,13.25
8.219.167.113,8443,8443,true,SIN,Asia Pacific,Singapore,103,13.25
8.219.228.157,2087,2087,true,SIN,Asia Pacific,Singapore,95,13.25
8.219.113.232,2096,2096,true,SIN,Asia Pacific,Singapore,224,13.24
47.237.19.161,8443,8443,true,SIN,Asia Pacific,Singapore,106,13.24
8.219.137.50,443,443,true,SIN,Asia Pacific,Singapore,31,13.23
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,80,13.22
8.219.236.8,8443,8443,true,SIN,Asia Pacific,Singapore,104,13.22
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,39,13.22
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,16,13.22
8.219.90.196,2083,2083,true,SIN,Asia Pacific,Singapore,125,13.22
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,88,13.21
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,9,13.21
8.219.153.136,2082,2082,false,SIN,Asia Pacific,Singapore,14,13.21
47.236.170.54,2096,2096,true,SIN,Asia Pacific,Singapore,148,13.21
8.219.81.50,2096,2096,true,SIN,Asia Pacific,Singapore,140,13.20
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,7,13.20
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,203,13.20
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,13,13.20
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,112,13.20
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,83,13.20
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,11,13.20
8.219.65.191,2096,2096,true,SIN,Asia Pacific,Singapore,193,13.20
47.236.171.20,2096,2096,true,SIN,Asia Pacific,Singapore,115,13.19
8.222.229.102,2095,2095,false,SIN,Asia Pacific,Singapore,26,13.19
8.219.157.97,80,80,false,SIN,Asia Pacific,Singapore,17,13.19
8.219.247.203,2096,2096,true,SIN,Asia Pacific,Singapore,115,13.19
8.219.55.31,8880,8880,false,NRT,Asia Pacific,Tokyo,97,13.19
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,7,13.19
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,13.18
8.219.121.87,2095,2095,false,SIN,Asia Pacific,Singapore,7,13.18
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,17,13.18
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,25,13.18
8.219.11.158,2083,2083,true,SIN,Asia Pacific,Singapore,46,13.18
47.245.82.208,2087,2087,true,SIN,Asia Pacific,Singapore,40,13.17
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,46,13.17
8.219.249.38,2087,2087,true,SIN,Asia Pacific,Singapore,194,13.16
47.236.74.20,2083,2083,true,SIN,Asia Pacific,Singapore,217,13.16
47.236.78.57,2087,2087,true,SIN,Asia Pacific,Singapore,66,13.16
8.219.63.66,2096,2096,true,SIN,Asia Pacific,Singapore,144,13.15
8.222.191.158,2096,2096,true,SIN,Asia Pacific,Singapore,109,13.15
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,25,13.14
8.219.233.6,8443,8443,true,SIN,Asia Pacific,Singapore,92,13.14
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.14
8.222.149.233,2052,2052,false,SIN,Asia Pacific,Singapore,12,13.13
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,157,13.13
8.222.160.61,2095,2095,false,SIN,Asia Pacific,Singapore,3,13.13
8.219.137.50,2052,2052,false,SIN,Asia Pacific,Singapore,23,13.12
8.219.3.53,8080,8080,false,SIN,Asia Pacific,Singapore,2,13.12
8.219.255.171,2053,2053,true,SIN,Asia Pacific,Singapore,95,13.11
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,198,13.11
8.219.161.102,2083,2083,true,SIN,Asia Pacific,Singapore,140,13.11
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,24,13.10
8.222.130.156,8443,8443,true,SIN,Asia Pacific,Singapore,100,13.10
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,20,13.10
47.245.93.74,443,443,true,SIN,Asia Pacific,Singapore,41,13.10
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,139,13.10
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,11,13.09
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,148,13.09
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,8,13.09
8.219.232.219,8443,8443,true,SIN,Asia Pacific,Singapore,130,13.09
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,7,13.08
8.219.123.244,8080,8080,false,SIN,Asia Pacific,Singapore,14,13.08
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,13.08
8.222.159.252,2096,2096,true,SIN,Asia Pacific,Singapore,114,13.07
47.245.82.208,8880,8880,false,SIN,Asia Pacific,Singapore,5,13.07
47.245.80.39,2053,2053,true,SIN,Asia Pacific,Singapore,69,13.07
8.222.136.196,2096,2096,true,SIN,Asia Pacific,Singapore,60,13.07
8.219.103.126,80,80,false,SIN,Asia Pacific,Singapore,26,13.07
47.236.116.26,8080,8080,false,SIN,Asia Pacific,Singapore,27,13.07
8.222.187.107,2086,2086,false,SIN,Asia Pacific,Singapore,5,13.07
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,109,13.07
47.236.195.137,8880,8880,false,SIN,Asia Pacific,Singapore,20,13.07
47.236.149.160,2096,2096,true,SIN,Asia Pacific,Singapore,96,13.06
8.222.223.34,2086,2086,false,SIN,Asia Pacific,Singapore,6,13.06
8.219.65.191,2095,2095,false,SIN,Asia Pacific,Singapore,29,13.06
8.219.60.68,80,80,false,SIN,Asia Pacific,Singapore,3,13.06
8.219.94.44,2053,2053,true,SIN,Asia Pacific,Singapore,194,13.05
8.222.253.235,2083,2083,true,SIN,Asia Pacific,Singapore,136,13.05
8.219.121.24,8880,8880,false,SIN,Asia Pacific,Singapore,13,13.05
8.222.238.141,2095,2095,false,SIN,Asia Pacific,Singapore,52,13.05
8.222.128.131,2083,2083,true,SIN,Asia Pacific,Singapore,123,13.05
8.222.240.47,2087,2087,true,SIN,Asia Pacific,Singapore,40,13.04
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,122,13.04
47.236.7.246,2083,2083,true,SIN,Asia Pacific,Singapore,127,13.04
8.219.210.226,80,80,false,SIN,Asia Pacific,Singapore,7,13.04
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,40,13.04
8.222.130.219,2086,2086,false,SIN,Asia Pacific,Singapore,18,13.03
8.219.121.87,8080,8080,false,SIN,Asia Pacific,Singapore,10,13.03
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,15,13.03
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,12,13.03
47.236.79.77,2082,2082,false,SIN,Asia Pacific,Singapore,17,13.03
8.222.197.251,8080,8080,false,SIN,Asia Pacific,Singapore,3,13.03
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,72,13.03
8.222.237.131,2086,2086,false,SIN,Asia Pacific,Singapore,18,13.02
8.219.90.87,2053,2053,true,SIN,Asia Pacific,Singapore,89,13.02
8.219.232.219,8080,8080,false,SIN,Asia Pacific,Singapore,7,13.02
8.222.223.34,443,443,true,SIN,Asia Pacific,Singapore,91,13.02
8.219.193.22,8880,8880,false,SIN,Asia Pacific,Singapore,25,13.02
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,75,13.02
8.219.51.49,2082,2082,false,SIN,Asia Pacific,Singapore,7,13.01
47.236.174.206,2096,2096,true,SIN,Asia Pacific,Singapore,107,13.01
8.222.240.47,8880,8880,false,SIN,Asia Pacific,Singapore,3,13.01
8.222.167.8,2096,2096,true,SIN,Asia Pacific,Singapore,85,13.01
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,19,13.01
8.219.107.199,8443,8443,true,SIN,Asia Pacific,Singapore,158,13.00
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,80,13.00
47.236.104.123,2096,2096,true,SIN,Asia Pacific,Singapore,108,13.00
47.236.172.41,80,80,false,SIN,Asia Pacific,Singapore,21,13.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,9,13.00
8.222.224.162,2095,2095,false,SIN,Asia Pacific,Singapore,12,13.00
8.219.77.91,2087,2087,true,SIN,Asia Pacific,Singapore,76,13.00
8.222.209.223,2053,2053,true,SIN,Asia Pacific,Singapore,101,12.99
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,237,12.99
47.245.80.142,8443,8443,true,SIN,Asia Pacific,Singapore,20,12.99
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,101,12.99
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,3,12.99
47.236.149.107,2083,2083,true,SIN,Asia Pacific,Singapore,136,12.98
8.219.40.255,2052,2052,false,SIN,Asia Pacific,Singapore,5,12.98
8.219.53.222,2096,2096,true,SIN,Asia Pacific,Singapore,125,12.98
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,24,12.98
8.222.229.102,8080,8080,false,SIN,Asia Pacific,Singapore,18,12.98
8.219.81.50,2083,2083,true,SIN,Asia Pacific,Singapore,91,12.97
8.219.6.187,2052,2052,false,SIN,Asia Pacific,Singapore,7,12.97
8.222.224.163,2086,2086,false,SIN,Asia Pacific,Singapore,16,12.97
47.236.161.110,2053,2053,true,SIN,Asia Pacific,Singapore,106,12.97
8.219.178.9,8080,8080,false,SIN,Asia Pacific,Singapore,19,12.97
8.210.250.120,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,12.96
8.219.249.38,2086,2086,false,SIN,Asia Pacific,Singapore,12,12.96
47.236.65.11,80,80,false,SIN,Asia Pacific,Singapore,32,12.96
8.222.140.87,2083,2083,true,SIN,Asia Pacific,Singapore,165,12.95
47.236.192.198,8443,8443,true,SIN,Asia Pacific,Singapore,189,12.95
47.236.124.115,2052,2052,false,SIN,Asia Pacific,Singapore,19,12.94
47.236.167.231,8443,8443,true,SIN,Asia Pacific,Singapore,67,12.94
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,263,12.94
8.219.215.214,2087,2087,true,SIN,Asia Pacific,Singapore,123,12.94
47.245.84.155,80,80,false,SIN,Asia Pacific,Singapore,5,12.94
8.219.134.63,2083,2083,true,SIN,Asia Pacific,Singapore,122,12.94
47.236.83.196,2083,2083,true,SIN,Asia Pacific,Singapore,71,12.93
47.236.92.191,2087,2087,true,SIN,Asia Pacific,Singapore,116,12.93
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,195,12.93
8.222.221.197,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.93
47.91.31.231,8443,8443,true,NRT,Asia Pacific,Tokyo,77,12.93
8.219.157.97,2082,2082,false,SIN,Asia Pacific,Singapore,9,12.92
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,23,12.92
47.236.171.20,2052,2052,false,SIN,Asia Pacific,Singapore,32,12.92
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,7,12.92
47.236.144.156,8443,8443,true,SIN,Asia Pacific,Singapore,138,12.92
8.222.129.245,80,80,false,SIN,Asia Pacific,Singapore,23,12.92
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,142,12.92
8.219.90.87,2095,2095,false,SIN,Asia Pacific,Singapore,7,12.92
8.219.152.195,443,443,true,SIN,Asia Pacific,Singapore,169,12.92
8.222.252.150,8443,8443,true,SIN,Asia Pacific,Singapore,102,12.91
47.236.73.123,8080,8080,false,SIN,Asia Pacific,Singapore,25,12.91
47.236.94.109,2083,2083,true,SIN,Asia Pacific,Singapore,189,12.90
8.222.168.24,8880,8880,false,SIN,Asia Pacific,Singapore,5,12.90
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,29,12.90
8.219.5.10,2095,2095,false,SIN,Asia Pacific,Singapore,4,12.90
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,25,12.90
47.236.184.14,2052,2052,false,SIN,Asia Pacific,Singapore,14,12.89
47.236.249.41,2053,2053,true,SIN,Asia Pacific,Singapore,94,12.89
47.237.3.57,2083,2083,true,SIN,Asia Pacific,Singapore,65,12.89
47.236.79.87,2087,2087,true,SIN,Asia Pacific,Singapore,72,12.89
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,7,12.89
47.91.31.231,2053,2053,true,NRT,Asia Pacific,Tokyo,73,12.89
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,164,12.89
8.222.252.123,8880,8880,false,SIN,Asia Pacific,Singapore,11,12.88
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,12.88
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,13,12.88
8.219.84.102,2083,2083,true,SIN,Asia Pacific,Singapore,134,12.87
47.236.99.131,2096,2096,true,SIN,Asia Pacific,Singapore,151,12.87
8.219.12.152,2086,2086,false,SIN,Asia Pacific,Singapore,7,12.87
8.222.171.223,80,80,false,SIN,Asia Pacific,Singapore,17,12.87
8.219.6.187,8080,8080,false,SIN,Asia Pacific,Singapore,7,12.87
8.219.242.131,8080,8080,false,SIN,Asia Pacific,Singapore,12,12.87
8.219.1.92,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.87
8.222.152.71,2087,2087,true,SIN,Asia Pacific,Singapore,189,12.86
8.222.145.164,2083,2083,true,SIN,Asia Pacific,Singapore,127,12.86
8.219.75.44,2053,2053,true,SIN,Asia Pacific,Singapore,134,12.86
8.222.171.223,8443,8443,true,SIN,Asia Pacific,Singapore,99,12.86
47.236.171.112,2052,2052,false,SIN,Asia Pacific,Singapore,28,12.86
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,52,12.86
47.236.195.137,2052,2052,false,SIN,Asia Pacific,Singapore,9,12.86
47.236.184.14,80,80,false,SIN,Asia Pacific,Singapore,21,12.86
8.222.144.219,2053,2053,true,SIN,Asia Pacific,Singapore,143,12.86
8.222.187.107,2083,2083,true,SIN,Asia Pacific,Singapore,148,12.85
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,28,12.85
8.219.103.57,2087,2087,true,SIN,Asia Pacific,Singapore,92,12.85
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,79,12.85
8.219.6.157,2083,2083,true,SIN,Asia Pacific,Singapore,168,12.85
8.218.149.193,2083,2083,true,HKG,Asia Pacific,Hong Kong,353,12.84
47.236.171.20,2095,2095,false,SIN,Asia Pacific,Singapore,14,12.84
8.219.67.133,443,443,true,SIN,Asia Pacific,Singapore,102,12.84
47.236.204.110,2053,2053,true,SIN,Asia Pacific,Singapore,98,12.83
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,39,12.83
8.219.179.34,8880,8880,false,SIN,Asia Pacific,Singapore,7,12.83
47.236.76.199,80,80,false,SIN,Asia Pacific,Singapore,28,12.83
8.222.212.219,2082,2082,false,SIN,Asia Pacific,Singapore,5,12.83
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,8,12.82
8.219.249.38,8080,8080,false,SIN,Asia Pacific,Singapore,7,12.82
47.236.73.123,8443,8443,true,SIN,Asia Pacific,Singapore,169,12.82
47.236.195.137,2086,2086,false,SIN,Asia Pacific,Singapore,24,12.82
